Rank,Pokemon,Usage %,Raw,%,Real,%
1,Tyranitar,40.28870%,6511,20.586%,5502,22.092%
2,Latios,33.73779%,5340,16.884%,3907,15.688%
3,Ferrothorn,30.65429%,8621,27.257%,7499,30.111%
4,Landorus-Therian,29.66450%,4516,14.278%,3944,15.836%
5,Excadrill,24.97271%,3719,11.759%,2765,11.102%
6,Garchomp,24.40220%,6773,21.415%,5300,21.281%
7,Politoed,22.80910%,5686,17.978%,5137,20.627%
8,Jirachi,19.59971%,3754,11.869%,2879,11.560%
9,Breloom,18.76284%,4423,13.984%,3465,13.913%
10,Rotom-Wash,18.11754%,2721,8.603%,2350,9.436%
11,Starmie,17.06990%,4448,14.063%,3471,13.937%
12,Skarmory,15.46390%,3604,11.395%,3161,12.692%
13,Heatran,15.40139%,3210,10.149%,2581,10.364%
14,Tentacruel,14.11610%,3696,11.686%,2768,11.114%
15,Gliscor,13.77378%,3680,11.635%,2934,11.781%
16,Alakazam,13.69092%,2766,8.745%,1967,7.898%
17,Keldeo,13.58198%,2825,8.932%,2120,8.513%
18,Dragonite,12.94252%,3843,12.151%,2830,11.363%
19,Thundurus-Therian,12.87417%,2318,7.329%,1722,6.914%
20,Jellicent,12.70297%,2020,6.387%,1647,6.613%
21,Scizor,12.28239%,4175,13.200%,3208,12.881%
22,Magnezone,11.60442%,3338,10.554%,2509,10.074%
23,Amoonguss,10.03682%,1130,3.573%,941,3.778%
24,Kyurem-Black,9.04648%,2163,6.839%,1586,6.368%
25,Mamoswine,8.91699%,1708,5.400%,1310,5.260%
26,Forretress,7.82383%,1646,5.204%,1468,5.895%
27,Ninetales,7.48446%,1768,5.590%,1545,6.204%
28,Celebi,7.16272%,795,2.514%,618,2.481%
29,Salamence,6.84043%,3278,10.364%,2387,9.585%
30,Volcarona,6.53955%,3806,12.034%,2756,11.066%
31,Reuniclus,6.52318%,1491,4.714%,1122,4.505%
32,Tornadus,6.43364%,1103,3.487%,809,3.248%
33,Chansey,5.96001%,1403,4.436%,1040,4.176%
34,Gyarados,5.60750%,2188,6.918%,1642,6.593%
35,Terrakion,5.45410%,947,2.994%,687,2.759%
36,Latias,5.11016%,868,2.744%,658,2.642%
37,Hydreigon,4.69236%,2829,8.945%,2153,8.645%
38,Mew,4.68598%,1094,3.459%,980,3.935%
